City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Kemijarvi,FI,66.7131,27.4306,286.52,65,10,3.27,clear sky
348,Haines Junction,CA,60.7522,-137.5108,286.12,47,64,5.14,broken clouds
349,Grenfell,AU,-33.9,148.1667,288.96,53,7,0.67,clear sky
350,Shulan,CN,44.4167,126.95,295.36,83,100,3.31,moderate rain
351,Labuhan,ID,-6.8844,112.2051,302.43,63,45,2.7,scattered clouds
352,Narsaq,GL,60.9167,-46.05,280.63,84,100,0.78,overcast clouds
353,Sidhi,IN,24.4167,81.8833,305.76,55,73,3.19,broken clouds
354,Oranjemund,NA,-28.55,16.4333,283.93,62,0,4.12,clear sky
355,San Isidro,PE,-12.1167,-77.05,289.27,85,100,3.09,overcast clouds
356,Pointe Michel,DM,15.25,-61.3833,299.69,76,5,6.27,clear sky
357,Rabak,SD,13.1809,32.74,297.0,79,97,8.39,light rain
358,Naukot,PK,24.8587,69.4024,300.44,89,100,6.81,overcast clouds
359,Dongobesh,TZ,-4.0667,35.3833,284.36,82,44,2.49,scattered clouds
360,Bayji,IQ,34.9311,43.487,308.65,11,0,3.22,clear sky
361,Kubrat,BG,43.8,26.5,299.14,35,0,1.94,clear sky
362,Novo Cruzeiro,BR,-17.4681,-41.8753,285.69,99,2,0.97,clear sky
363,Poum,NC,-20.2333,164.0167,296.7,71,80,4.07,broken clouds
364,Kavaratti,IN,10.5669,72.642,300.55,76,98,7.2,overcast clouds
365,Mount Gambier,AU,-37.8333,140.7667,289.98,66,59,3.92,broken clouds
366,Kaeo,NZ,-35.1,173.7833,287.22,94,100,9.3,light rain
367,Lavrentiya,RU,65.5833,-171.0,278.5,94,100,4.17,light rain
368,Bereda,ES,43.2686,-7.5406,287.82,96,23,0.63,few clouds
369,Meulaboh,ID,4.1363,96.1285,301.82,71,70,2.17,light rain
370,Tommot,RU,58.9564,126.2925,304.27,47,30,0.87,scattered clouds
371,Longjiang,CN,47.3303,123.1836,297.55,65,100,2.44,overcast clouds
372,West Bend,US,43.4253,-88.1834,292.96,94,100,4.25,overcast clouds
373,Birao,CF,10.2849,22.7882,295.53,90,100,1.7,overcast clouds
374,Ixtapa,MX,20.7,-105.2,301.72,79,75,2.57,broken clouds
375,Fortuna,US,40.5982,-124.1573,287.23,83,7,0.67,clear sky
376,Isla Vista,US,34.4133,-119.861,295.33,77,0,1.54,clear sky
377,Havre-Saint-Pierre,CA,50.2334,-63.5986,288.47,92,74,3.48,broken clouds
378,Plouzane,FR,48.3833,-4.6167,289.48,91,26,5.25,scattered clouds
379,Namatanai,PG,-3.6667,152.4333,301.58,76,78,4.41,light rain
380,Warmbad,NA,-28.45,18.7333,279.99,64,0,4.36,clear sky
381,Nabire,ID,-3.3667,135.4833,300.93,82,79,0.85,broken clouds
382,Kahului,US,20.8947,-156.47,300.16,62,20,8.75,few clouds
383,Cradock,ZA,-32.1642,25.6192,279.82,66,67,2.77,broken clouds
384,Maumere,ID,-8.6199,122.2111,300.29,54,23,4.02,few clouds
385,Campbellton,CA,48.0075,-66.6727,290.45,90,28,1.86,scattered clouds
386,Qingdao,CN,36.0986,120.3719,301.43,61,0,2.82,clear sky
387,Ternate,ID,0.8,127.4,301.33,77,27,3.89,scattered clouds
388,Wagar,SD,16.1525,36.2032,301.78,60,86,12.15,overcast clouds
389,Garissa,KE,-0.4536,39.6401,295.5,73,77,8.31,broken clouds
390,Antalaha,MG,-14.9003,50.2788,294.15,86,72,2.78,light rain
391,Bocas Del Toro,PA,9.3333,-82.25,299.37,81,100,2.42,overcast clouds
392,Yining,CN,29.0361,114.5636,307.24,58,91,1.93,overcast clouds
393,Vestmannaeyjar,IS,63.4427,-20.2734,284.71,86,84,1.29,broken clouds
394,Saint-Augustin,CA,51.226,-58.6502,288.23,86,38,2.6,scattered clouds
395,Mulege,MX,26.8833,-111.9833,304.74,55,97,2.61,overcast clouds
396,Hokitika,NZ,-42.7167,170.9667,282.69,83,100,0.31,overcast clouds
397,Ano Mera,GR,37.45,25.4,296.81,72,0,8.35,clear sky
398,Cabo San Lucas,MX,22.8909,-109.9124,300.1,84,81,2.02,broken clouds
399,Baghmara,IN,23.795,86.2085,302.66,70,100,5.66,overcast clouds
400,Olinda,BR,-8.0089,-34.8553,296.92,85,67,6.72,broken clouds
401,Soyo,AO,-6.1349,12.3689,293.47,94,26,2.21,scattered clouds
402,Requena,ES,39.4883,-1.1004,291.92,60,0,0.33,clear sky
403,Aviles,ES,43.5547,-5.9248,291.69,90,0,2.06,clear sky
404,Tazovskiy,RU,67.4667,78.7,291.09,70,75,2.94,broken clouds
405,Ziarat,PK,30.3823,67.7282,292.88,67,99,3.3,overcast clouds
406,Simpang,ID,-1.2667,104.0833,301.8,79,99,0.72,overcast clouds
407,Dabola,GN,10.75,-11.1167,294.72,99,100,1.17,heavy intensity rain
408,Kargil,IN,34.5667,76.1,293.05,40,66,1.48,broken clouds
409,Pitimbu,BR,-7.4706,-34.8086,295.48,88,78,6.31,broken clouds
410,Kavieng,PG,-2.5744,150.7967,302.87,68,24,5.39,few clouds
411,Savannah Bight,HN,16.45,-85.85,301.19,82,50,8.41,scattered clouds
412,Bonavista,CA,48.6499,-53.1147,289.98,96,4,4.37,clear sky
413,Tautira,PF,-17.7333,-149.15,299.7,74,1,7.22,light rain
414,Saint George,US,37.1041,-113.5841,305.51,34,0,3.6,clear sky
415,Fort Nelson,CA,58.8053,-122.7002,287.92,94,75,1.54,broken clouds
416,Nichinan,JP,31.6,131.3667,303.19,63,91,4.07,overcast clouds
417,Marawi,PH,7.9986,124.2928,298.94,80,97,1.56,overcast clouds
418,Dosso,NE,13.049,3.1937,299.13,77,100,4.72,light rain
419,Bowmore,US,34.9421,-79.3031,297.3,80,0,3.08,clear sky
420,Ellisras,ZA,-23.6649,27.7443,285.81,68,4,1.44,clear sky
421,Monastyrshchina,RU,54.3496,31.838,292.33,86,69,3.43,broken clouds
422,Muncar,ID,-8.4333,114.3333,300.56,58,42,4.87,scattered clouds
423,Nkan,GA,0.3833,9.7833,295.72,81,90,0.94,overcast clouds
424,Fairfield,US,41.2668,-73.3162,298.58,85,0,2.06,clear sky
425,San Patricio,US,28.017,-97.5169,302.09,78,27,6.66,scattered clouds
426,Lima,PE,-12.0432,-77.0282,288.65,85,100,3.09,overcast clouds
427,Geraldton,AU,-28.7667,114.6,290.38,63,2,4.12,clear sky
428,Avera,US,33.194,-82.5271,298.88,79,31,3.42,scattered clouds
429,Shelburne,CA,44.0787,-80.2041,294.59,78,43,5.19,scattered clouds
430,Koslan,RU,63.4564,48.8989,289.5,94,99,2.2,overcast clouds
431,Buzim,BA,45.0547,16.0319,293.8,75,81,0.55,broken clouds
432,Pathein,MM,16.7833,94.7333,303.51,67,99,2.39,overcast clouds
433,Kingman,US,35.1894,-114.053,304.86,29,0,3.09,clear sky
434,Shamary,RU,57.3434,58.2199,296.13,59,44,2.97,scattered clouds
435,Broken Hill,AU,-31.95,141.4333,293.95,41,0,7.04,clear sky
436,Zhigansk,RU,66.7697,123.3711,291.02,61,35,4.36,scattered clouds
437,Careiro Da Varzea,BR,-3.2003,-59.8119,299.49,77,49,1.39,scattered clouds
438,South Charleston,US,38.3684,-81.6996,294.79,98,40,0.0,mist
439,Sinjar,IQ,36.3209,41.8754,306.31,13,0,3.79,clear sky
440,Taga,RO,46.95,24.05,296.24,42,53,0.21,broken clouds
441,Trincomalee,LK,8.5711,81.2335,302.81,66,94,6.62,overcast clouds
442,Simao,CN,22.7886,100.9748,298.43,68,83,1.8,broken clouds
443,Palu,ID,-0.8917,119.8707,302.07,82,55,1.62,broken clouds
444,Kathu,TH,7.9178,98.3332,303.05,99,68,0.94,broken clouds
445,Bathurst,AU,-33.4166,149.5806,288.16,51,0,0.44,clear sky
446,Qena,EG,26.1615,32.7183,302.86,23,44,4.39,scattered clouds
447,Laguna,US,38.421,-121.4238,299.64,46,0,3.09,clear sky
448,Jackson,US,42.4165,-122.8345,297.08,33,0,3.09,clear sky
449,Chitral,PK,35.8462,71.7858,302.42,53,57,2.47,broken clouds
450,Leh,IN,34.1667,77.5833,294.36,40,37,2.43,scattered clouds
451,Japura,ID,-0.3167,102.35,301.32,82,100,0.19,overcast clouds
452,Lazaro Cardenas,MX,17.9583,-102.2,299.68,83,59,2.12,broken clouds
453,Tura,IN,25.5198,90.2201,297.79,93,100,0.83,overcast clouds
454,Ponerihouen,NC,-21.0833,165.4,298.23,79,51,1.89,broken clouds
455,Zabol,AF,32.25,67.25,300.82,41,60,6.32,broken clouds
456,Miri,MY,4.4148,114.0089,302.23,84,40,2.57,thunderstorm
457,Nouadhibou,MR,20.931,-17.0347,294.24,96,100,1.25,moderate rain
458,Athni,IN,16.7333,75.0667,299.91,64,100,8.11,overcast clouds
459,Alyangula,AU,-13.8483,136.4192,296.41,67,72,0.67,broken clouds
460,Kibaya,TZ,-5.3,36.5667,285.86,83,48,3.0,scattered clouds
461,Mezen,RU,65.8522,44.24,288.51,55,62,2.35,broken clouds
462,Santa Maria,BR,-29.6842,-53.8069,291.69,92,100,1.42,overcast clouds
463,Benjamin Constant,BR,-4.3831,-70.0311,296.22,100,100,0.87,overcast clouds
464,Libreville,GA,0.3925,9.4537,296.4,78,96,1.67,overcast clouds
465,Ahipara,NZ,-35.1667,173.1667,287.09,92,100,9.56,moderate rain
466,Te Anau,NZ,-45.4167,167.7167,279.48,88,17,0.67,few clouds
467,Xichang,CN,27.8964,102.2634,299.11,64,94,1.75,overcast clouds
468,Peplos,GR,40.9583,26.2656,294.74,40,0,3.07,clear sky
469,Sicamous,CA,50.8331,-118.9856,295.69,49,6,1.63,clear sky
470,Leningradskiy,RU,69.3833,178.4167,275.01,90,100,1.12,overcast clouds
471,Surt,LY,31.2089,16.5887,299.91,68,0,4.69,clear sky
472,Norwich,GB,52.6278,1.2983,292.16,79,20,5.14,few clouds
473,Ondjiva,AO,-17.0667,15.7333,285.53,47,0,1.73,clear sky
474,Mehamn,NO,71.0357,27.8492,283.12,93,100,10.29,overcast clouds
475,Mizan Teferi,ET,6.9833,35.5833,291.8,77,97,0.62,overcast clouds
476,Chumikan,RU,54.7183,135.315,299.01,43,42,1.4,scattered clouds
477,Jizan,SA,17.3333,42.6667,301.67,54,100,3.32,overcast clouds
478,Millinocket,US,45.6573,-68.7098,294.21,88,0,0.0,clear sky
479,Dingle,PH,10.9995,122.6711,303.39,71,89,0.45,overcast clouds
480,Rudbar,AF,30.15,62.6,310.03,22,70,5.95,broken clouds
481,Lompoc,US,34.6391,-120.4579,287.33,88,100,6.26,overcast clouds
482,Orhei,MD,47.3831,28.8231,298.06,36,3,2.82,clear sky
483,Owando,CG,-0.4819,15.8999,294.3,95,13,1.17,few clouds
484,Alta Floresta,BR,-9.8756,-56.0861,293.97,49,16,1.11,few clouds
485,Grand Gaube,MU,-20.0064,57.6608,296.37,65,56,3.13,broken clouds
486,Takhtamygda,RU,54.1,123.5667,301.31,40,39,1.62,scattered clouds
487,Porto Novo,BJ,6.4965,2.6036,298.05,90,94,1.86,light rain
488,Dossor,KZ,47.5272,52.9811,301.28,37,68,4.98,broken clouds
489,Colares,PT,38.7992,-9.4469,293.59,70,6,5.81,clear sky
490,Hamilton,US,39.1834,-84.5333,300.31,81,0,3.6,clear sky
491,Victoria,HK,22.2855,114.1577,304.9,66,0,4.88,clear sky
492,Nikel,RU,69.4128,30.222,284.25,73,69,7.93,broken clouds
493,Yuancheng,CN,36.652,107.7896,300.97,39,1,6.28,clear sky
494,Bayir,TR,37.2687,28.2167,297.66,30,0,3.1,clear sky
495,Sobolevo,RU,54.4299,31.8996,292.39,89,69,3.26,broken clouds
496,Port Keats,AU,-14.25,129.55,301.54,19,5,3.93,clear sky
497,Qarqin,AF,37.4185,66.0436,313.75,11,0,5.35,clear sky
498,Kuruman,ZA,-27.4524,23.4325,274.81,79,0,6.57,clear sky
499,Eyl,SO,7.9803,49.8164,300.44,58,31,13.07,scattered clouds
500,Rundu,NA,-17.9333,19.7667,285.23,51,0,2.65,clear sky
501,Luderitz,NA,-26.6481,15.1594,287.45,59,0,5.1,clear sky
502,Rorvik,NO,64.8621,11.2373,285.07,85,100,2.67,overcast clouds
503,Fukue,JP,32.6881,128.8419,301.09,86,56,5.64,broken clouds
504,Gerash,IR,27.6652,54.1371,305.23,43,79,2.11,broken clouds
505,Lorengau,PG,-2.0226,147.2712,302.66,71,55,4.43,broken clouds
506,Puri,IN,19.8,85.85,302.8,76,100,5.67,moderate rain
507,Altoona,US,40.5187,-78.3947,294.29,81,55,1.3,broken clouds
508,Mapiripan,CO,2.8892,-72.1256,295.31,97,95,1.19,overcast clouds
509,Martapura,ID,-3.4167,114.85,305.2,58,40,1.54,scattered clouds
510,Quang Ngai,VN,15.1167,108.8,306.72,48,4,3.63,clear sky
511,Itarema,BR,-2.9248,-39.9167,299.08,81,32,6.94,scattered clouds
512,Fairburn,US,33.5671,-84.581,298.65,90,20,1.54,few clouds
513,Los Llanos De Aridane,ES,28.6585,-17.9182,293.01,94,100,3.6,overcast clouds
514,Ulaanbaatar,MN,47.9077,106.8832,294.22,46,40,4.0,scattered clouds
515,Ruteng,ID,-8.6136,120.4721,295.33,51,66,0.76,broken clouds
516,Nizwa,OM,22.9333,57.5333,304.69,57,33,1.86,scattered clouds
517,Nueve De Julio,AR,-35.4444,-60.8831,288.3,96,86,3.64,overcast clouds
518,San Juan,AR,-31.5375,-68.5364,286.84,29,0,1.52,clear sky
519,Luena,AO,-11.7833,19.9167,284.95,56,48,1.7,scattered clouds
520,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,295.07,41,72,2.36,broken clouds
521,Minsk,BY,53.9,27.5667,291.01,96,97,1.03,overcast clouds
522,Mawlaik,MM,23.6333,94.4167,301.46,87,99,0.27,light rain
523,Tamale,GH,9.4008,-0.8393,293.91,97,99,2.33,overcast clouds
524,San Vicente,AR,-26.6167,-54.1333,289.44,80,79,1.49,broken clouds
525,Manicore,BR,-5.8092,-61.3003,295.12,94,0,0.51,clear sky
526,Poitiers,FR,46.5833,0.3333,289.19,55,1,1.54,clear sky
527,Muros,ES,42.7762,-9.0603,288.62,89,3,1.93,clear sky
528,Zaysan,KZ,47.4667,84.8667,302.35,19,15,3.99,few clouds
529,Hazorasp,UZ,41.3194,61.0742,304.06,23,0,7.45,clear sky
530,Mishkino,RU,55.3389,63.9175,294.21,64,61,3.85,broken clouds
531,Shache,CN,38.4167,77.2406,311.22,7,6,1.79,clear sky
532,Mathbaria,BD,22.2876,89.9593,300.66,84,100,3.6,heavy intensity rain
533,Puertollano,ES,38.6871,-4.1073,298.24,18,0,1.09,clear sky
534,Jiayuguan,CN,39.8167,98.3,305.3,11,0,2.13,clear sky
535,Seoul,KR,37.5683,126.9778,300.81,78,75,2.06,broken clouds
536,Inuvik,CA,68.3499,-133.7218,283.57,100,75,4.12,broken clouds
537,Auchi,NG,7.0667,6.2667,294.51,98,100,0.67,light rain
538,Luganville,VU,-15.5333,167.1667,300.89,74,13,2.86,few clouds
539,Nchelenge,ZM,-9.3451,28.734,290.06,61,9,3.09,clear sky
540,Andros Town,BS,24.7,-77.7667,301.13,73,2,6.51,clear sky
541,Loding,NO,67.3,14.75,285.84,88,0,1.79,clear sky
