City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
442,Simao,CN,298.43,broken clouds,22.7886,100.9748,Changyu Hotel
445,Bathurst,AU,288.16,clear sky,-33.4166,149.5806,Bathurst Motor Inn
447,Laguna,US,299.64,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
448,Jackson,US,297.08,clear sky,42.4165,-122.8345,Agate Village Apartments
450,Leh,IN,294.36,scattered clouds,34.1667,77.5833,Hotel Ladakh Greens
452,Lazaro Cardenas,MX,299.68,broken clouds,17.9583,-102.2,HOTEL QUINTA ANTIGUA
453,Tura,IN,297.79,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
454,Ponerihouen,NC,298.23,broken clouds,-21.0833,165.4,Camping de Tiakan
457,Nouadhibou,MR,294.24,moderate rain,20.931,-17.0347,El Medina
458,Athni,IN,299.91,overcast clouds,16.7333,75.0667,Basawasri Lodge
459,Alyangula,AU,296.41,broken clouds,-13.8483,136.4192,Groote Eylandt Lodge
460,Kibaya,TZ,285.86,scattered clouds,-5.3,36.5667,Lusaka Hotel
461,Mezen,RU,288.51,broken clouds,65.8522,44.24,Gostevoy Dom Everest
462,Santa Maria,BR,291.69,overcast clouds,-29.6842,-53.8069,Hotel Morotin
463,Benjamin Constant,BR,296.22,overcast clouds,-4.3831,-70.0311,CASA AVALIADA
464,Libreville,GA,296.4,overcast clouds,0.3925,9.4537,Le Méridien Re-Ndama
465,Ahipara,NZ,287.09,moderate rain,-35.1667,173.1667,Ahipara Holiday Park
467,Xichang,CN,299.11,overcast clouds,27.8964,102.2634,Xichang ibis Hotel
468,Peplos,GR,294.74,clear sky,40.9583,26.2656,Oikeia Kallinaki Theodorou
469,Sicamous,CA,295.69,clear sky,50.8331,-118.9856,Best Western Sicamous Inn
471,Surt,LY,299.91,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
472,Norwich,GB,292.16,few clouds,52.6278,1.2983,Holiday Inn Norwich City
473,Ondjiva,AO,285.53,clear sky,-17.0667,15.7333,COMBUESA
474,Mehamn,NO,283.12,overcast clouds,71.0357,27.8492,Mehamn Arctic Hotel AS
475,Mizan Teferi,ET,291.8,overcast clouds,6.9833,35.5833,Hotel Salayish - ሳላይሽ ሆቴል
476,Chumikan,RU,299.01,scattered clouds,54.7183,135.315,Fortuna
478,Millinocket,US,294.21,clear sky,45.6573,-68.7098,Katahdin Inn & Suites
481,Lompoc,US,287.33,overcast clouds,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
482,Orhei,MD,298.06,clear sky,47.3831,28.8231,Chateau Vartely
483,Owando,CG,294.3,few clouds,-0.4819,15.8999,Exaunel Hotel Owando
484,Alta Floresta,BR,293.97,few clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
485,Grand Gaube,MU,296.37,broken clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
487,Porto Novo,BJ,298.05,light rain,6.4965,2.6036,Tour Eiffel Hotel Benin
489,Colares,PT,293.59,clear sky,38.7992,-9.4469,Arribas Sintra Hotel
492,Nikel,RU,284.25,broken clouds,69.4128,30.222,Severnoe Siyanie
494,Bayir,TR,297.66,clear sky,37.2687,28.2167,Hotel Babadag
495,Sobolevo,RU,292.39,broken clouds,54.4299,31.8996,
502,Rorvik,NO,285.07,overcast clouds,64.8621,11.2373,Kysthotellet Rørvik AS
507,Altoona,US,294.29,broken clouds,40.5187,-78.3947,Cedar Grove Motel
508,Mapiripan,CO,295.31,overcast clouds,2.8892,-72.1256,Monserrate
511,Itarema,BR,299.08,scattered clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
512,Fairburn,US,298.65,few clouds,33.5671,-84.581,Wingate by Wyndham Atlanta/Fairburn
513,Los Llanos De Aridane,ES,293.01,overcast clouds,28.6585,-17.9182,Valle Aridane
514,Ulaanbaatar,MN,294.22,scattered clouds,47.9077,106.8832,The Blue Sky Hotel and Tower
515,Ruteng,ID,295.33,broken clouds,-8.6136,120.4721,Hotel FX 72
517,Nueve De Julio,AR,288.3,overcast clouds,-35.4444,-60.8831,Grand Hotel Libertad - GHL
518,San Juan,AR,286.84,clear sky,-31.5375,-68.5364,Hotel Provincial
519,Luena,AO,284.95,scattered clouds,-11.7833,19.9167,Hotel Kandamba
520,Rio Verde De Mato Grosso,BR,295.07,broken clouds,-18.9181,-54.8442,Quedas Palace Hotel
521,Minsk,BY,291.01,overcast clouds,53.9,27.5667,Minsk Hotel
523,Tamale,GH,293.91,overcast clouds,9.4008,-0.8393,Tap Hotel
524,San Vicente,AR,289.44,broken clouds,-26.6167,-54.1333,Complejo Turístico Farelluk
525,Manicore,BR,295.12,clear sky,-5.8092,-61.3003,Hotel Durval
526,Poitiers,FR,289.19,clear sky,46.5833,0.3333,ibis Poitiers Centre
527,Muros,ES,288.62,clear sky,42.7762,-9.0603,Apartment Av. Castelao
530,Mishkino,RU,294.21,broken clouds,55.3389,63.9175,Ip Klestova
533,Puertollano,ES,298.24,clear sky,38.6871,-4.1073,Hotel Puertollano
536,Inuvik,CA,283.57,broken clouds,68.3499,-133.7218,Nova Inn Inuvik
537,Auchi,NG,294.51,light rain,7.0667,6.2667,LECKY PLACE & HOTEL
539,Nchelenge,ZM,290.06,clear sky,-9.3451,28.734,KD Travellers Home
541,Loding,NO,285.84,clear sky,67.3,14.75,Arctic Kramer
